interval,period,site,diver,date1,time1,time1_decimal,transect,side,dist,tag1,stipeL1,bladeL1,Bwidth,Psori1,distP1,obladeL1,Bcount1,Sbulb_max1,comments,date2,tag2,time2,time2_decimal,Bcount2,Sbulb_max2,distP2,obladeL2,presence2,comments,date3,presence3,tag3,time3,time3_decimal,stipeL3,Bcount3,Sbulb_max3,comments,Bgrowth_rate,Sgrowth_rate,Bcount_growth,Berosion_rate
17,2018-Nov,North,OP,2018-11-20,10:40:00,10.7,3,R,5.5,20,525,140,na,H,32,77,na,na,,2018-11-24,20,12:00:00,12,11,na,na,na,y,,2019-01-13,y,20,13:00:00,13,532,10,na,,na,0.129,-0.020,na
17,2018-Nov,North,OP,2018-11-20,10:40:00,10.7,3,L,14.5,41,651,110,na,H,23,69,na,na,,2018-11-24,41,12:00:00,12,19,na,26.5,72,y,,2019-01-13,y,41,13:00:00,13,651,15,na,"swelly conditions, reajusted measurements, actual stipeL3:622",0.863,0.000,-0.080,-0.123
17,2018-Nov,North,OP,2018-11-20,10:40:00,10.7,3,R,18.5,15,662,100,na,H,24,77,na,na,,2018-11-24,15,12:00:00,12,28,na,32,87,y,,2019-01-13,y,15,13:00:00,13,662,26,na,"swelly conditions, reajusted measurements, actual stipeL3:629",1.973,0.000,-0.040,0.493
17,2018-Nov,North,OP,2018-11-20,10:40:00,10.7,2,R,18.5,24,511,80,na,H,51,151,na,na,,2018-11-24,24,12:00:00,12,5,na,na,na,y,,2019-01-13,y,24,13:00:00,13,511,1,na,"swelly conditions, reajusted measurements, actual stipeL3:496",na,0.000,-0.080,na
17,2018-Nov,North,OP,2018-11-20,10:40:00,10.7,2,R,18.6,16,600,170,na,L,80,138,na,na,,2018-11-24,16,12:00:00,12,26,na,96.5,250,y,,2019-01-13,y,16,13:00:00,13,600,14,na,"swelly conditions, reajusted measurements, actual stipeL3:590",4.070,0.000,-0.240,23.556
17,2018-Nov,North,OP,2018-11-20,10:40:00,10.7,2,R,19.5,19,545,85,na,L,26,72,na,na,,2018-11-24,19,12:00:00,12,18,na,29.5,77,y,,2019-01-13,y,19,13:00:00,13,610,10,na,,0.863,1.202,-0.160,0.370
17,2018-Nov,North,OP,2018-11-20,10:40:00,10.7,3,L,7.1,6,572,170,na,H,63,186,na,na,,2018-11-24,6,12:00:00,12,21,na,77,203,y,,2019-01-13,n,6,13:00:00,13,na,na,na,,3.453,na,na,0.740
17,2018-Nov,North,OP,2018-11-20,10:40:00,10.7,3,R,7.2,38,563,40,na,L,22,66,na,na,,2018-11-24,38,12:00:00,12,6,na,na,na,y,,2019-01-13,n,38,13:00:00,13,na,na,na,,na,na,na,na
17,2018-Nov,North,OP,2018-11-20,10:40:00,10.7,3,L,11,4,512,200,na,H,73,237,na,na,,2018-11-24,4,12:00:00,12,20,na,84,250,y,,2019-01-13,n,4,13:00:00,13,na,na,na,,2.713,na,na,0.493
17,2018-Nov,Manley,BMM,2018-11-20,13:00:00,13,na,na,na,30,324,10,na,0,14,31,na,na,tagged outside the plot,2018-11-25,30,10:00:00,10,8,na,14,31,y,,2019-01-14,n,30,9:00:00,9,na,na,na,,0.000,na,na,0.000
17,2018-Nov,Manley,BMM,2018-11-20,13:00:00,13,na,na,na,91,382,30,na,0,17,70,na,na,tagged outside the plot,2018-11-25,91,10:00:00,10,7,na,27,84,y,,2019-01-14,n,91,9:00:00,9,na,na,na,,2.051,na,na,0.821
17,2018-Nov,Manley,BMM,2018-11-20,13:00:00,13,na,na,na,96,424,15,na,0,21,85,na,na,tagged outside the plot,2018-11-25,96,10:00:00,10,6,na,na,na,y,broke while measuring,2019-01-14,n,96,9:00:00,9,na,na,na,,na,na,na,na
17,2018-Nov,Manley,OP,2018-11-20,13:00:00,13,2,R,7.2,49,372,20,na,0,16,55,na,na,,2018-11-25,49,10:00:00,10,9,na,20,56,y,,2019-01-14,n,49,9:00:00,9,na,na,na,,0.821,na,na,-0.615
17,2018-Nov,Manley,OP,2018-11-20,13:00:00,13,na,na,na,2,425,60,na,0,23,67,na,na,tagged outside the plot,2018-11-25,2,10:00:00,10,9,na,27,67,y,,2019-01-14,n,2,9:00:00,9,na,na,na,,0.821,na,na,-0.821
17,2018-Nov,Manley,OP,2018-11-20,13:00:00,13,na,na,na,76,446,85,na,0,33,99,na,na,tagged outside the plot,2018-11-25,76,10:00:00,10,16,na,41,107,y,,2019-01-14,y,76,9:00:00,9,463,6,na,,1.641,0.310,-0.200,0.000
17,2018-Nov,Manley,OP,2018-11-20,13:00:00,13,na,na,na,26,456,80,na,0,30,90,na,na,tagged outside the plot,2018-11-25,26,10:00:00,10,23,na,37,98,y,,2019-01-14,n,26,9:00:00,9,na,na,na,,1.436,na,na,0.205
17,2018-Nov,Manley,OP,2018-11-20,13:00:00,13,na,na,na,42,386,50,na,0,16,56,na,na,tagged outside the plot,2018-11-25,42,10:00:00,10,8,na,16.5,47.5,y,,2019-01-14,n,42,9:00:00,9,na,na,na,,0.103,na,na,-1.846
17,2018-Nov,Manley,OP,2018-11-20,13:00:00,13,na,na,na,47,336,30,na,0,11,33,na,na,tagged outside the plot,2018-11-25,47,10:00:00,10,12,na,13.5,34,y,,2019-01-14,n,47,9:00:00,9,na,na,na,,0.513,na,na,-0.308
18,2019-Jan,Second,BMM,2019-01-14,14:00:00,14,1,R,17,40.1,615,160,6,L,40,127,na,na,,2019-01-20,40.1,10:00:00,10,18,na,53,133,y,,na,na,na,na,na,na,na,na,,2.229,na,na,-1.200
18,2019-Jan,Second,BMM,2019-01-14,14:00:00,14,1,R,13,36.1,630,140,6,0,47,152,na,na,,2019-01-20,36.1,10:00:00,10,28,na,na,na,n,torn,na,na,na,na,na,na,na,na,,na,na,na,na
18,2019-Jan,Second,BMM,2019-01-14,14:00:00,14,1,R,12,3.1,652,180,7,0,39,122,na,na,,2019-01-20,3.1,10:00:00,10,na,na,na,na,n,,na,na,na,na,na,na,na,na,,na,na,na,na
18,2019-Jan,Second,BMM,2019-01-14,14:00:00,14,1,L,11.2,9.1,766,200,6,L,23,50,na,na,,2019-01-20,9.1,10:00:00,10,38,na,34,62,y,,na,na,na,na,na,na,na,na,,1.886,na,na,0.171
18,2019-Jan,Second,BMM,2019-01-14,14:00:00,14,3,R,6.2,35.1,433,17,4,L,21,98,na,na,,2019-01-20,35.1,10:00:00,10,na,na,na,na,n,,na,na,na,na,na,na,na,na,,na,na,na,na
18,2019-Jan,Second,LL,2019-01-14,14:00:00,14,2,R,16,1.1,674,163,4,0,10,55,na,na,,2019-01-20,1.1,10:00:00,10,15,na,na,na,y,couldn't find hole punch,na,na,na,na,na,na,na,na,,na,na,na,na
18,2019-Jan,Second,LL,2019-01-14,14:00:00,14,2,R,17,45.1,742,350,4,L,26,326,na,na,,2019-01-20,45.1,10:00:00,10,38,na,57,438,y,,na,na,na,na,na,na,na,na,,5.314,na,na,13.886
18,2019-Jan,Second,KH,2019-01-14,14:00:00,14,1,L,19,22.1,632,150,6,0,41,156,na,na,,2019-01-20,22.1,10:00:00,10,9,na,65,96,y,,na,na,na,na,na,na,na,na,,4.114,na,na,-14.400
18,2019-Jan,Second,KH,2019-01-14,14:00:00,14,1,R,14.5,11.1,556,180,6,0,54,190,na,na,,2019-01-20,11.1,10:00:00,10,23,na,84,220,y,,na,na,na,na,na,na,na,na,,5.143,na,na,0.000
18,2019-Jan,Second,KH,2019-01-14,14:00:00,14,1,L,12,39.1,567,60,4,0,25,79,na,na,,2019-01-20,39.1,10:00:00,10,9,na,28.5,79,y,,na,na,na,na,na,na,na,na,,0.600,na,na,-0.600
18,2019-Jan,Second,KH,2019-01-14,14:00:00,14,1,R,10,33.1,719,180,5,L,27,80,na,na,,2019-01-20,33.1,10:00:00,10,29,na,45,90,y,,na,na,na,na,na,na,na,na,,3.086,na,na,-1.371
18,2019-Jan,Second,KH,2019-01-14,14:00:00,14,1,R,10,12.1,723,150,5,L,36,125,na,na,,2019-01-20,12.1,10:00:00,10,20,na,54,113,y,,na,na,na,na,na,na,na,na,,3.086,na,na,-5.143
18,2019-Jan,Second,KH,2019-01-14,14:00:00,14,1,L,0.5,27.1,447,140,4,L,23,76,na,na,,2019-01-20,27.1,10:00:00,10,19,na,28,78,y,,na,na,na,na,na,na,na,na,,0.857,na,na,-0.514
18,2019-Jan,Second,KH,2019-01-14,14:00:00,14,3,R,6,10.1,459,150,5,L,30,76,na,na,,2019-01-20,10.1,10:00:00,10,34,na,38,75,y,,na,na,na,na,na,na,na,na,,1.371,na,na,-1.543
18,2019-Jan,North,BMM,2019-01-13,13:00:00,13,3,R,6.4,32.1,493,10,2.5,0,12,18,na,na,,2019-01-17,32.1,9:10:00,9.17,1,na,12,14,y,"measurement reajusted, distP2 10",na,na,na,na,na,na,na,na,,0.000,na,na,-1.042
18,2019-Jan,North,BMM,2019-01-13,13:00:00,13,3,L,11.5,13.1,480,115,4.5,0,102,150,na,na,,2019-01-17,13.1,9:10:00,9.17,18,na,104,172,y,,na,na,na,na,na,na,na,na,,0.521,na,na,5.208
18,2019-Jan,North,BMM,2019-01-13,13:00:00,13,2,R,19,7.1,587,17,2,0,10,17,na,na,,2019-01-17,7.1,9:10:00,9.17,26,na,14,22,y,,na,na,na,na,na,na,na,na,,1.042,na,na,0.260
18,2019-Jan,North,BMM,2019-01-13,13:00:00,13,2,R,7.5,34.1,508,120,4.5,L,61,134,na,na,,2019-01-17,34.1,9:10:00,9.17,6,na,66,136,y,,na,na,na,na,na,na,na,na,,1.302,na,na,-0.781
18,2019-Jan,North,BMM,2019-01-13,13:00:00,13,1,L,7,18.1,470,21,3,0,11,18,na,na,,2019-01-17,18.1,9:10:00,9.17,9,na,11,19,y,"measurement reajusted, distP2 10",na,na,na,na,na,na,na,na,,0.000,na,na,0.260
18,2019-Jan,North,KH,2019-01-13,13:00:00,13,3,R,5.5,20.1,532,30,1.5,0,5,18,na,na,,2019-01-17,20.1,9:10:00,9.17,13,na,11,22,y,,na,na,na,na,na,na,na,na,,1.562,na,na,-0.521
18,2019-Jan,North,KH,2019-01-13,13:00:00,13,3,L,14.5,41.1,522,50,3,0,15,45,na,na,,2019-01-17,41.1,9:10:00,9.17,na,na,na,na,n,plant gone,na,na,na,na,na,na,na,na,,na,na,na,na
18,2019-Jan,North,KH,2019-01-13,13:00:00,13,3,R,18.5,15.1,629,46,4.5,0,50,147,na,na,,2019-01-17,15.1,9:10:00,9.17,23,na,na,147,y,"datasheet distP2 is 132cm, measurement error?",na,na,na,na,na,na,na,na,,na,na,na,na
18,2019-Jan,North,KH,2019-01-13,13:00:00,13,2,R,18.5,24.1,496,11,2,0,3,11,na,na,,2019-01-17,24.1,9:10:00,9.17,1,na,9,11,y,,na,na,na,na,na,na,na,na,,1.562,na,na,-1.562
18,2019-Jan,North,KH,2019-01-13,13:00:00,13,2,R,18.6,16.1,590,150,5,L,15,57,na,na,,2019-01-17,16.1,9:10:00,9.17,13,na,23,61,y,,na,na,na,na,na,na,na,na,,2.083,na,na,-1.042
18,2019-Jan,North,KH,2019-01-13,13:00:00,13,2,R,19.5,19.1,610,29,3,0,15,52,na,na,,2019-01-17,19.1,9:10:00,9.17,10,na,23,53,y,,na,na,na,na,na,na,na,na,,2.083,na,na,-1.823
18,2019-Jan,Manley,KH,2019-01-13,9:00:00,9,na,na,na,76.1,463,20,2,0,12,37,na,na,tagged outside the plot,na,na,na,na,na,na,na,na,na,ran out of time,na,na,na,na,na,na,na,na,,na,na,na,na
18,2019-Jan,Manley,KH,2019-01-13,9:00:00,9,na,na,na,258,497,30,3,0,9,31,na,na,tagged outside the plot,na,na,na,na,na,na,na,na,na,ran out of time,na,na,na,na,na,na,na,na,,na,na,na,na
18,2019-Jan,Manley,KH,2019-01-13,9:00:00,9,na,na,na,256,296,61,4,L,17,53,na,na,tagged outside the plot,na,na,na,na,na,na,na,na,na,ran out of time,na,na,na,na,na,na,na,na,,na,na,na,na
18,2019-Jan,Manley,KH,2019-01-13,9:00:00,9,na,na,na,264,364,63,4,0,27,108,na,na,tagged outside the plot,na,na,na,na,na,na,na,na,na,ran out of time,na,na,na,na,na,na,na,na,,na,na,na,na
18,2019-Jan,Manley,KH,2019-01-13,9:00:00,9,na,na,na,288,274,47,4,0,18,53,na,na,tagged outside the plot,na,na,na,na,na,na,na,na,na,ran out of time,na,na,na,na,na,na,na,na,,na,na,na,na
18,2019-Jan,Manley,KH,2019-01-13,9:00:00,9,na,na,na,276.1,432,10,2,0,13,38,na,na,tagged outside the plot,na,na,na,na,na,na,na,na,na,ran out of time,na,na,na,na,na,na,na,na,,na,na,na,na
18,2019-Jan,Manley,KH,2019-01-13,9:00:00,9,na,na,na,292.1,454,45,3,0,8,27,na,na,tagged outside the plot,na,na,na,na,na,na,na,na,na,ran out of time,na,na,na,na,na,na,na,na,,na,na,na,na
18,2019-Jan,Manley,KH,2019-01-13,9:00:00,9,na,na,na,298.1,634,83,4,0,14,44,na,na,tagged outside the plot,na,na,na,na,na,na,na,na,na,ran out of time,na,na,na,na,na,na,na,na,,na,na,na,na
18,2019-Jan,Manley,BMM,2019-01-13,9:00:00,9,na,na,na,296.1,496,26,4,0,23,97,na,na,tagged outside the plot,na,na,na,na,na,na,na,na,na,ran out of time,na,na,na,na,na,na,na,na,,na,na,na,na
18,2019-Jan,Manley,BMM,2019-01-13,9:00:00,9,na,na,na,281.1,475,40,4,0,20,60,na,na,tagged outside the plot,na,na,na,na,na,na,na,na,na,ran out of time,na,na,na,na,na,na,na,na,,na,na,na,na
18,2019-Jan,Manley,BMM,2019-01-13,9:00:00,9,na,na,na,283.1,484,22,3,0,17,52,na,na,tagged outside the plot,na,na,na,na,na,na,na,na,na,ran out of time,na,na,na,na,na,na,na,na,,na,na,na,na
18,2019-Jan,Manley,BMM,2019-01-13,9:00:00,9,na,na,na,282.1,425,15,2.5,0,19,56,na,na,tagged outside the plot,na,na,na,na,na,na,na,na,na,ran out of time,na,na,na,na,na,na,na,na,,na,na,na,na
18,2019-Jan,Manley,BMM,2019-01-13,9:00:00,9,na,na,na,286.1,373,14,2.5,0,11,30,na,na,tagged outside the plot,na,na,na,na,na,na,na,na,na,ran out of time,na,na,na,na,na,na,na,na,,na,na,na,na
18,2019-Jan,Manley,LL,2019-01-13,9:00:00,9,na,na,na,285.1,359,124,4,L,15,127,na,na,tagged outside the plot,na,na,na,na,na,na,na,na,na,ran out of time,na,na,na,na,na,na,na,na,,na,na,na,na
18,2019-Jan,Manley,LL,2019-01-13,9:00:00,9,na,na,na,277.1,464,55,3,L,13,51,na,na,tagged outside the plot,na,na,na,na,na,na,na,na,na,ran out of time,na,na,na,na,na,na,na,na,,na,na,na,na
18,2019-Jan,North,KH,2019-01-16,9:00:00,9,2,R,8.5,na,471,0,na,0,na,na,na,na,no blades,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
18,2019-Jan,North,KH,2019-01-16,9:00:00,9,2,L,12.5,na,583,68,na,L,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
18,2019-Jan,North,KH,2019-01-16,9:00:00,9,3,R,20,na,724,130,na,L,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
18,2019-Jan,North,KH,2019-01-16,9:00:00,9,3,R,19,na,660,115,na,L,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
18,2019-Jan,North,KH,2019-01-16,9:00:00,9,3,L,18.5,na,608,136,na,L,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
18,2019-Jan,North,KH,2019-01-16,9:00:00,9,3,L,17,na,666,98,na,L,na,na,na,na,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
18,2019-Jan,North,KH,2019-01-16,9:00:00,9,3,R,6,na,525,0,na,0,na,na,na,na,no blades,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,na,na,na,na
19,2019-Jul,North,LL,2019-07-02,13:30:00,13.5,2,L,17.6,291.1,344,150,6,0,15,38,na,na,stipe length was 407,2019-07-06,291.1,12:00:00,12,23,28,na,na,y,,2019-07-19,y,291.1,14:00:00,14,390,27,na,,na,2.703,0.306,na
19,2019-Jul,North,LL,2019-07-02,13:30:00,13.5,2,L,17.5,284,300,117,7,0,30,126,na,na,,2019-07-06,284,12:00:00,12,33,29,62,123,y,,2019-07-19,y,284,14:00:00,14,370,50,na,,8.127,4.113,1.299,-8.889
19,2019-Jul,North,LL,2019-07-02,13:30:00,13.5,2,R,13.8,293.1,346,260,6,0,29,91,na,na,,2019-07-06,293.1,12:00:00,12,30,39,83,128,y,many punch marks....?,2019-07-19,y,293.1,14:00:00,14,404,38,na,,13.714,3.408,0.611,-4.317
19,2019-Jul,North,LL,2019-07-02,13:30:00,13.5,2,L,4.8,289.1,494,223,6,L,71,154,na,na,,2019-07-06,289.1,12:00:00,12,42,50,104,193,y,,2019-07-19,y,289.1,14:00:00,14,494,41,na,,8.381,0.000,-0.076,1.524
19,2019-Jul,North,LL,2019-07-02,13:30:00,13.5,2,R,1.5,295.1,527,200,8,L,56,220,na,na,,2019-07-06,295.1,12:00:00,12,74,50,89,234,y,,2019-07-19,y,295.1,14:00:00,14,528,68,na,,8.381,0.059,-0.459,-4.825
19,2019-Jul,North,LL,2019-07-02,13:30:00,13.5,1,L,4.5,239,317,79,5,0,40,53,na,na,,2019-07-06,239,12:00:00,12,15,20,52,87,y,,2019-07-19,n,239,14:00:00,14,na,na,na,gone,3.048,na,na,5.587
19,2019-Jul,North,LL,2019-07-02,13:30:00,13.5,1,L,5.3,299,484,125,5,0,30,107,na,na,,2019-07-06,299,12:00:00,12,25,32,48,95,y,,2019-07-19,y,299,14:00:00,14,515,26,na,,4.571,1.821,0.076,-7.619
19,2019-Jul,North,LL,2019-07-02,13:30:00,13.5,1,L,7.5,287.1,355,170,7,L,48,144,na,na,,2019-07-06,287.1,12:00:00,12,37,40,85,185,y,,2019-07-19,y,287.1,14:00:00,14,430,50,na,,9.397,4.406,0.994,1.016
19,2019-Jul,North,LL,2019-07-02,13:30:00,13.5,2,R,6.3,275.1,176,219,7,0,40,120,na,na,,2019-07-06,275.1,12:00:00,12,na,na,na,na,n,,2019-07-19,y,275.1,14:00:00,14,328,60,na,,na,8.930,na,na
19,2019-Jul,North,DNO,2019-07-02,13:30:00,13.5,3,L,12.8,96.1,329,250,na,0,60,180,na,na,,2019-07-06,96.1,12:00:00,12,30,39,91,185,y,,2019-07-19,y,96.1,14:00:00,14,439,37,na,,7.873,6.463,0.535,-6.603
19,2019-Jul,North,DNO,2019-07-02,13:30:00,13.5,3,L,10,226,279,129,na,0,40,121,na,na,,2019-07-06,226,12:00:00,12,29,26,78,117,y,,2019-07-19,y,226,14:00:00,14,368,40,na,,9.651,5.229,0.841,-10.667
19,2019-Jul,North,DNO,2019-07-02,13:30:00,13.5,3,R,7,242,327,185,na,0,70,220,na,na,on line,2019-07-06,242,12:00:00,12,26,33,na,na,y,,2019-07-19,y,242,14:00:00,14,409,42,na,,na,4.818,1.223,na
19,2019-Jul,North,DNO,2019-07-02,13:30:00,13.5,3,R,10.4,232,250,152,na,0,55,162,na,na,,2019-07-06,232,12:00:00,12,28,34,88,170,y,,2019-07-19,y,232,14:00:00,14,317,39,na,,8.381,3.936,0.841,-6.349
19,2019-Jul,North,DNO,2019-07-02,13:30:00,13.5,3,R,16,249,321,190,na,0,50,160,na,na,,2019-07-06,249,12:00:00,12,32,42,na,na,y,,2019-07-19,y,249,14:00:00,14,466,53,na,,na,8.519,1.605,na
19,2019-Jul,North,DNO,2019-07-02,13:30:00,13.5,3,R,17.2,227,335,160,na,0,40,140,na,na,,2019-07-06,227,12:00:00,12,33,30,81,111,y,,2019-07-19,y,227,14:00:00,14,420,42,na,,10.413,4.994,0.688,-17.778
19,2019-Jul,North,DNO,2019-07-02,13:30:00,13.5,2,R,18.5,230,278,120,na,0,30,92,na,na,,2019-07-06,230,12:00:00,12,28,23,58,118,y,,2019-07-19,n,230,13:00:00,13,na,na,na,,7.111,na,na,-0.508
19,2019-Jul,Second,DNO,2019-07-02,9:30:00,9.5,1,L,5.9,268,342,350,na,L,70,220,na,na,stipe 492cm,2019-07-06,268,9:30:00,9.5,82,63,88,193,y,,2019-07-19,y,268,13:00:00,13,393,83,na,,4.500,2.974,0.076,-11.250
19,2019-Jul,Second,DNO,2019-07-02,9:30:00,9.5,1,L,12.6,280.1,412,235,na,L,60,200,na,na,,2019-07-06,280.1,9:30:00,9.5,65,43,79,224,y,,2019-07-19,y,280.1,13:00:00,13,533,65,na,,4.750,7.057,0.000,1.250
19,2019-Jul,Second,DNO,2019-07-02,9:30:00,9.5,1,L,18,297.1,318,179,na,0,55,160,na,na,,2019-07-06,297.1,9:30:00,9.5,29,34,84,160,y,,2019-07-19,y,297.1,13:00:00,13,339,41,na,,7.250,1.225,0.913,-7.250
19,2019-Jul,Second,DNO,2019-07-02,9:30:00,9.5,1,R,14,279.1,293,176,na,0,33,111,na,na,,2019-07-06,279.1,9:30:00,9.5,24,37,57,104,y,,2019-07-19,y,279.1,13:00:00,13,339,48,na,,6.000,2.683,1.826,-7.750
19,2019-Jul,Second,DNO,2019-07-02,9:30:00,9.5,1,R,12,294,402,240,na,L,60,196,na,na,,2019-07-06,294,9:30:00,9.5,71,53,87,100,y,,2019-07-19,y,294,13:00:00,13,413,75,na,,6.750,0.642,0.304,-30.750
19,2019-Jul,Second,DNO,2019-07-02,9:30:00,9.5,1,R,10,290,501,210,na,0,60,191,na,na,,2019-07-06,290,9:30:00,9.5,64,45,95,245,y,,2019-07-19,n,290,13:00:00,13,na,na,na,gone,8.750,na,na,4.750
19,2019-Jul,Second,OP,2019-07-02,9:30:00,9.5,3,R,8.5,5,285,175,na,0,55,162,na,na,on line,2019-07-06,5,9:30:00,9.5,58,37,73.5,159,y,,2019-07-19,y,5,13:00:00,13,332,62,na,,4.625,2.741,0.304,-5.375
19,2019-Jul,Second,OP,2019-07-02,9:30:00,9.5,3,R,18.4,254,272,130,na,0,42,124,na,na,,2019-07-06,254,9:30:00,9.5,40,30,58.5,128,y,,2019-07-19,y,254,13:00:00,13,310,58,na,,4.125,2.216,1.369,-3.125
19,2019-Jul,Second,OP,2019-07-02,9:30:00,9.5,3,R,18.1,253,142,120,na,0,44,120,na,na,,2019-07-06,253,9:30:00,9.5,na,na,na,na,n,plant gone,2019-07-19,n,253,13:00:00,13,na,na,na,,na,na,na,na
19,2019-Jul,Second,OP,2019-07-02,9:30:00,9.5,3,R,18.3,0,125,75,na,0,31,95,na,na,,2019-07-06,0,9:30:00,9.5,18,16,49,112,y,,2019-07-19,n,0,13:00:00,13,na,na,na,,4.500,na,na,-0.250
19,2019-Jul,Second,OP,2019-07-02,9:30:00,9.5,2,L,19.6,37,313,110,na,0,37,118,na,na,,2019-07-06,37,9:30:00,9.5,32,21,60,124,y,,2019-07-19,y,37,13:00:00,13,366,47,na,,5.750,3.091,1.141,-4.250
19,2019-Jul,Second,OP,2019-07-02,9:30:00,9.5,2,L,16.7,23,140,70,na,0,15,54,na,na,,2019-07-06,23,9:30:00,9.5,16,10,na,na,y,no punch,2019-07-19,y,23,13:00:00,13,191,19,na,,na,2.974,0.228,na
19,2019-Jul,Second,OP,2019-07-02,9:30:00,9.5,2,L,15.8,21,120,50,na,0,15,41,na,na,,2019-07-06,21,9:30:00,9.5,10,12,na,na,y,no punch,2019-07-19,y,21,13:00:00,13,185,19,na,,na,3.791,0.685,na
19,2019-Jul,Second,OP,2019-07-02,9:30:00,9.5,2,R,14,48,207,75,na,0,30,92,na,na,,2019-07-06,48,9:30:00,9.5,6,16,48.5,97,y,,2019-07-19,n,48,13:00:00,13,na,na,na,gone,4.625,na,na,-3.375
19,2019-Jul,Second,OP,2019-07-02,9:30:00,9.5,2,L,9,25,510,300,na,0,100,350,na,na,,2019-07-06,25,9:30:00,9.5,na,na,na,na,n,plant gone,2019-07-19,n,25,13:00:00,13,na,na,na,gone,na,na,na,na
19,2019-Jul,Second,OP,2019-07-02,9:30:00,9.5,2,R,4,260,166,60,na,0,22,66,na,na,,2019-07-06,260,9:30:00,9.5,16,23,32,63,y,,2019-07-19,n,260,11:00:00,11,na,na,na,gone,2.500,na,na,-3.250
19,2019-Jul,Second,OP,2019-07-02,9:30:00,9.5,2,R,4.1,255,340,150,na,0,50,116,na,na,,2019-07-06,255,9:30:00,9.5,43,37,63,124,y,,2019-07-19,y,255,11:00:00,11,351,38,na,,3.250,0.645,-0.383,-1.250
19,2019-Jul,Triquetta,DNO,2019-07-03,15:30:00,15.5,3,L,3.5,234,340,110,na,0,16,60,na,na,,2019-07-07,234,10:00:00,10,31,32,16,60,y,,2019-07-19,n,234,11:00:00,11,na,na,na,gone,0.000,na,na,0.000
19,2019-Jul,Triquetta,DNO,2019-07-03,15:30:00,15.5,3,L,5,231,388,140,na,L,49,170,na,na,,2019-07-07,231,10:00:00,10,37,50,62,82,y,,2019-07-19,y,231,11:00:00,11,527,53,na,,3.448,8.791,1.329,-26.785
19,2019-Jul,Triquetta,DNO,2019-07-03,15:30:00,15.5,3,L,6,278,468,150,na,0,40,120,na,na,,2019-07-07,278,10:00:00,10,41,46,63,65,y,,2019-07-19,y,278,11:00:00,11,475,50,na,,6.099,0.443,0.747,-20.685
19,2019-Jul,Triquetta,DNO,2019-07-03,15:30:00,15.5,3,R,9,243,511,150,na,L,42,148,na,na,,2019-07-07,243,10:00:00,10,55,56,56,101,y,,2019-07-19,y,243,11:00:00,11,555,66,na,,3.713,2.783,0.913,-16.177
19,2019-Jul,Triquetta,DNO,2019-07-03,15:30:00,15.5,3,R,15,248,500,150,na,L,50,160,na,na,,2019-07-07,248,10:00:00,10,55,28,56,132,y,,2019-07-19,y,248,11:00:00,11,571,25,na,,1.591,4.490,-2.491,-9.017
19,2019-Jul,Triquetta,DNO,2019-07-03,15:30:00,15.5,2,L,5,269.1,424,145,na,H,44,142,na,na,,2019-07-07,269.1,10:00:00,10,72,50,53,141,y,,2019-07-19,y,269.1,11:00:00,11,476,81,na,,2.387,3.289,0.747,-2.652
19,2019-Jul,Triquetta,DNO,2019-07-03,15:30:00,15.5,2,L,1,266,360,77,na,L,26,63,na,na,,2019-07-07,266,10:00:00,10,22,26,28,70,y,,2019-07-19,y,266,11:00:00,11,388,22,na,,0.530,1.771,0.000,1.326
19,2019-Jul,Triquetta,OP,2019-07-03,15:30:00,15.5,1,R,18.3,10.2,372,120,na,0,31,103,na,na,,2019-07-07,10.2,10:00:00,10,61,42,37,97,y,,2019-07-19,y,10.2,11:00:00,11,468,38,na,,1.591,6.071,-1.910,-3.182
19,2019-Jul,Triquetta,OP,2019-07-03,15:30:00,15.5,1,L,17.5,4.2,357,100,na,0,32,102,na,na,,2019-07-07,4.2,10:00:00,10,36,22,41,99,y,,2019-07-19,y,4.2,11:00:00,11,367,42,na,,2.387,0.632,0.498,-3.182
19,2019-Jul,Triquetta,OP,2019-07-03,15:30:00,15.5,1,L,9,7.2,418,80,na,0,29,90,na,na,,2019-07-07,7.2,10:00:00,10,41,25,37,82,y,,2019-07-19,y,7.2,11:00:00,11,431,34,na,,2.122,0.822,-0.581,-4.243
19,2019-Jul,Triquetta,OP,2019-07-03,15:30:00,15.5,1,L,0.8,6.1,323,90,na,0,23,69,na,na,,2019-07-07,6.1,10:00:00,10,22,23,30,63,y,,2019-07-19,n,6.1,11:00:00,11,na,na,na,gone,1.856,na,na,-3.448
